meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	doen verloofd koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.3	mare zeg , zijn door hebben doch deez ' straffen verdienen deze wicht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.4	Indien doen dood u zijn zoon doen vlammen hebben aanghesteeken vinden uw wraakzucht , gij hebben uw op ik te wreken , Niet deze onnozel kind .	Emotion_BodilyProcess_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.5	Nu hebtghe , dwars vinden aard , D'onschuldighe ghestraft , doen schuldig ghespaart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5633.s.1	die doolwegh hebben zien noch ik ' wraken niet inghegheeven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5637.s.1	hebben dan deze teder lam iets , teeghen uw , misdrijven , Welk uw ghramschap drijven tot zode verwoed een straffen ?	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5642.s.1	hij hebben ik ' zode beklappen , en hij de weg naar het ghraf Ghebaant : en , schonen hij niet behept zijn mede die daad , zode wassen het u kroos , en die verdienen mijn onghenade .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5652.s.1	hebben wassen ook het uw , en die verdiend u meedely : En snerpen zijn ' dood ik ' ziel , u ' ziel en ghaat niet vrijen .	Emotion_Compassion
meij001verl01_01.TEI.2.text.body.div.div.sp.5652.s.2	zode velen te heet , alles een moer minnen , dan vader , zode velen te scherp , nijpen u ' pijn , en treeft velen nader .	Emotion_BodilyProcess_Love_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5652.s.3	gij spelen Medee , die steken , door het zij ' , zij ' manna in het harden ; gij kwetsen ik ook ; mare voelen eest zelf velen fel smarten .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5657.s.2	Om ik , op uw , vinden al ik leed te wreken , hebben ik ik ' zode door het harden , tot in u harden , ghesteeken ; Doch het ik ' niet een kwetsen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5657.s.3	het noten meer vreugde , dan smarten .	Joy_Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5661.s.1	zijn gij een moer , en hebben gij gheen moeder harden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5661.s.2	raken uw doen vlucht , die gij gheteeldt hebben , dan niet nader ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.1	bij uw , een aartstiran , de moorder vinden ik ' Vader , ik ' broeder , ik ' ghemaal , en ik ' liefwaerden zode , de dwinger tot zijn ' trouwen , en rover vinden ik ' kroon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.2	Wat wanen gij , die ik uw ooit liefd ' hebben toeghedraaghen , of , op ik ' koets , omarmen , mede weelde , en minnevlaaghen ?	Emotion_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.3	Wat wanen gij , die ik ooit ghekoesterdt hebben doen vlucht , vinden uw bij ik gheteeldt , mede moederlijk zuchten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.5	Indien ik ooit uw hebben ghetoondt een teken vinden minnen , het wassen slechts een laag , om ik op uw te wreken ; En hebben ik het kind niet straks verstikken , in zijn ' boorden ' , mare bij hebben lijf ghespaardt , het wassen slechts , om door zijn ' moorden , ik ' wraaklust , t ' haarer tijd , een beet'ren slag te voegen .	Emotion_Love_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.6	Ja , ik hadme allang verschaffen die wensch'lijk vergenoegen , het En zijde daar door doen hopen , die ik voeden , om mijn zode , Door uw , en uw moorden , t ' herplanten op zijn ' tronen , waar afghesneen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.7	mare nu zijn ' dood die hebben verbannen , En stijf , dan voorheen , ik ' wraakboogh opspannen , hebben ik zij het offer , langen ghewijdt , al voor gheslacht ; En , om mede een zij in haare vol kracht Te zet , en ik ' lusten volop , in al deel , Te boete , gheen Medee ; mare Progne wil spel , Die Thereus Ytis slachte , en braden doen teren lid .	Emotion_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5694.s.1	Wat hebtghe ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5700.s.1	ik hebben u ' kind , zijn ' strotaar afghesneen , En het bloed , mede ghift vermengdt , te rijkskelk ingheschonken , die gij , mede uw zode , hebben ghulzigh inghedronken , Inwyend ' , mede die natten , u ' nazaat , op u ' stoel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5705.s.1	deze zijn dan doen bron , daar flus uiten sproot die vreemd gewoel ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5705.s.3	deze wassen het , daar wij hebben harden , en bloed afghrilde !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5708.s.2	deze wassen het , die ik te keel weer uitwilde !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5711.s.1	doen spraaklooze natuur waarschuwen ik , al vroeg !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5714.s.1	ik ' stom maag ghaf vinden deze ondaan blijks ghenoegh ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5715.s.1	Leeuwenbald teeghen Atelstan , en Mathilde , te zijden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5718.s.1	ik ' Prins , het schijnen , zonder die wie ons aanslagh waaghen , die deze krakeel uw willen op uw rijkstroon dragen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5721.s.1	hebben banen bekwaam weg daar toen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5724.s.1	het Beloofdt wij heil .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5727.s.1	ik wachten het af ; en hout ' terwyle een oog in het zeel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.1	Wat klacht storten ik , en zijn zullen ik woord halen , Ghenoeghzaam om all ' mijn ellende af te malen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.2	ik Eduward zijn dan vinden zijn moeder handen verdelgen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.3	Zijn bloed vinden vader , en vinden broeder inghezwelght !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.4	hebben ooit doen zinnen , sinds zijde de Aardtboom komen verlicht , beschouwen een lasterstuk , welk hier voor niet moeten zwichten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.5	wij ghruwt niet , die hebben zien ?	Emotion_Disgust
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.6	wij schrikken niet , die hebben horen ?	Emotion_Disgust
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.7	Gheen yss'lijk ongedierte , ghebroeidt in het kilste noord , Gheen wanghedrocht , bij leeuw en luipaardt opghetooghen , wassen ooit zode woedigh , zode vervreemden vinden meededooghen .	Emotion_Compassion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.8	verwaten wijf , u ' wraken , en wreedtheidt , hout gheen maat .	Emotion_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.1	Wat maat houden d'uwe , torn u ' dwingelandij de staan Verweldighde , en ik ' manna , ik ' broeder , en ik ' vader Vermoorde , en ik noch dwingen te trouw een verrader ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.2	wij smarten hebben leed , hoe kleed het ook zijn , die wij geschieden : mare het gheenwe een ander doel , schonen het ghroot zijn , voelen ik niet .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.3	Wat wanen gij , die ik ik te buit gha in het wreken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.5	Ik hebben u kind de strot slechts afghesteeken , Zijn bloed ghemengeldt , in doen Rijkskelk , mede venijn , En uw , en uw zode die slurp doel voor wijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.6	mare ik moeten uw zelf tot al deze aanzien kunnen dwingen , hebben lauw bloed uiten zijn ' doel in u ' ghorghel spring , uw uw bloedtdorst doel verslaan , mede levend bloed , uw het lillen vlees , aan het spitten , doel roosten , voor doen ghloedt , En , teeghen heugen en meugh , die lekkers wildbraad eten , die gij , en hij , hebben vinden te voorn hebben gheweeten : Dan zij ik ' wraken zij ' lusten eest aanzien rechte ghekoeldt .	Emotion_Desire_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.1	horen diep zede , die om deze Eilandt zwalpen , en spoelen ; horen land , wijd en zijdt , an al oord , gheleeghen ; horen luchten , die , boven wij , ghaat ghroot vinden wind , en reeghen ; horen hal , die , onder wij , zode diep delven , daalt ; horen Heemel , die , om d'aarde , op snel naaf , dwaalt , Deez ' ghruwelen ; en gij , nul naar nacht , betooghen mede dubbel mest ; schonen gij gheblindtdoekt hebben uw oog , Om niet hunn ' heilig liggen t'ontwyen , door doen damp vinden deze afghrijslijkheen ; gij zien nochtans ik ' ramp , horen met ik ' klacht , en beghunstigh met ik smeken ; ik bede willen niet voor ik ; mare voor uw al spreken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.2	gij eest dan , aard , die deze ijss'lijkheeden lijden , En dragen op uw rug ' , spalk openen , scheur , en splijten de afghrondt vinden u ' balg , om wij daar in te zwelghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.3	Wat markt gij mede deze woest wanschepsel te verdelgen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.4	rukken weg de ghrondtvest vinden deze koninklijk huis , En plof hebben needer , mede een schrikkelijk ghedruis , In het ghloeijenste vinden Styx , in het diep de hels kolken , En voeren wij , leevendigh , bij doen verdoemen volken , Opdat gheen mens ooit deze onmenschlijkheeden zien .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.5	Hoe nu , gij liggen helen stil , nul aard , en kreunen zijn uw niet ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.6	gij dan , nul Heemelvooghdt , die het oog hout , in het bijzonder , Op het sterffelijk gheslacht , en daveren mede de donderen , En mede de bliksem spelen , te straffen , te onderghank de quaan , u ' donderen brulle , en uw bliksem wank ' , Niet mede een zacht ghedreun , en zwak schitterstraalen , week uw ghramschap doen , op klein zonde , dalen : mare mede doen donderbui , mare mede doen bliksemghloedt , zijn met gij neederwierpt hebben onbesuisdt ghebroedt de reus , en het vaderen de opghehoopte berghen bonzen op hunn ' kruin neder .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.7	gij moeten uw arm vergen Wat zeldzaams ; hier zijn stof voor onghewoone straffen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.8	werf , werf die branden u zijn toorn , op wij misdaadighe , af , En pletten deze heilloos wijf tot ghruis , en maken een openen In deze barsten , zijn lanks ik kind weer uitghekroopen , Ontworstele het gheprang de maag , daar in hebben zuchten .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.9	ik ' bang boezem barsten bijna , en woelen om luchten .	Fear_Emotion_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.5820.s.1	Nadien doen Heemel , en het verghift niet korten u kermen ; willen ik ik over uw , en mijn vlucht erbarmen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5820.s.2	houden daar dan Dwinglandt , braken door deze wond u ' zode , En mede u ' zode u ' ziel , en ruimen ik in ik ' tronen ; En gij .....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5821.s.1	Velleede tussen Ghrimoald en Trasimond instaande , nadat zijde de Dwinglandt treffen hebben , steken ook naar zijn zode , die de steken ontspringende vinden leer trekken , en zij , naar Ottomar vluchten , en hij te helpen roepen , doorstreekt , en weder vinden Ottomar doorsteken woord .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5824.s.1	die mest uw .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5827.s.1	helpen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5830.s.1	gij zullen ik niet ontvlieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5833.s.1	Neef Ottomar !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5836.s.1	Mevrouwe , ik zullen uw bijstand bieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5839.s.1	ai ik !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5839.s.2	ik zijn doorwondt !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5842.s.1	Ik zijn kwetsen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5849.s.1	Gha gij Dwinglandts zode , en volgh de Dwinglandts stap naar , En laten voor ik doen kroon , zijn toen gij waard ghekooren , En koninklijk bruid te Eegha uw beschooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.1	verbannen , uiten u vervloeken ghedacht , die hoop vrijen , gij moorder , en noten de kindermoordery , En ghruwelen , die hier ghepleeght zijn , zode vermetel .	Emotion_Hope
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.2	denken niet vinden ooit op deze , oft mijn Koningszeetel , En bruiloftskoets te treden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.3	de Dwinglandts voorzaat zode , Prins Atelstan , u ' Vorst , en wettig oor de kroon , de Dwinglandts woede ontvluchten , en in ik rijf ghekoomen , En nu mede ik ghekeerdt , zullen uw die weg draayboomen , Zijn rechte handhaven , en manmoedigh karn af , wij hij durven steker naar zijn erffelyken staf .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.4	gij heer dan , zien hier u wettig Vorst , en Kooning , beschermen zijn erfrecht , en verwachten daar voor beloning : mare gij , nul booswicht , kniel , en bidden verghiffenis , Eer u ' verghrijp bezuur doen straffen , die het waardig zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.1	Ik knielen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.2	ik ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.3	die hier de Scepterstaf moeten zwaaien ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.4	Voor een , die u ' list zoeken in de tronen te draaien ; En , hij bepronkend ' mede de naam vinden Atelstan , Te gheeven wij te Vorst , te krijgen uw te manna ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.5	hebben luiden te blauw , Mevrouw .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.6	Daar zijn niemand deezer Ghrooten , Die twijfelen aan zijn ' dood , te listighlijk besluiten , Te zeker uitghevoerdt , door zijn Dwinglandts moordttrouwant .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.7	Dies stemmen ik eisen , en sa gheen voorder misverstandt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.1	schamen gij uw , booswicht , niet , zode trots een koningin Te laster , die zijde , vervoerdt door kriel min , Om haar onderdaan te koninksbruiloftskoets Te heffen , kreuk zij doen preutsheid haars ghemoedts , hij valsch'lijk dringen op de rijkstroon tot verschoning .	Emotion_Love_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.3	Ik zijn u Vorst , doen zode vinden uw Koning , die zijn Dwinglandts dolk vermoorde , en uiten zijn ' zeetel stoten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.4	Ik zijn die Atelstan , die hij vervolgde , en niet En afterhaalde ; Ik zijn u Erfprins , die Mathilde zij Vader te ghemaal zijn dochters stillen wild .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.5	Dies staan , vermeetele , af de staan , daar gij naar staan , En vallen Mevrouw te voeden , tot betering uw daad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5905.s.1	Een wulps pronker , tot hebben minnespel ghebooren , En daarom vinden Mevrouw tot eeghemaal ghekooren , Dart , door zij ' stemmen ghesterkt , zien rome zijn Konings zode , En zien anmaatighen hebben rechte de Britsche kroon !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5905.s.2	gij heer , laten uw door gheen vals schijn vervangen : wan zijn ' hij zijn Dwinglandts klauwen ontsnappen , hij hebben voorlange , Door zijn Dwinglandts barsten , een weg te tronen ghemaakt , mede kracht , En , totz ' hij vinden het gheluk ghebaant worden , niet wachten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5905.s.3	Dies laten u ' manhaft vinden gheen vreemd overheeren ; mare helpen hij , moedighlijk , vinden zijn Konings zeetel weer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5922.s.1	gij heer , twijfelen niet ; deze zijn doen Koningszoon , ons erffelijke Vorst , en wettig oor de kroon , Die , het zwaard vinden de Tiran ontvluchten , zien bij Mevrouwe , In Kaledonien , bedekt'lijk hebben houwen , En onderwijl mede ik staagh onderling verstand , Om mede gheweldt , oft list , de woeden dwingeland Te bonze vinden de tronen , en zijn gheslacht te wreken : En het wassen , deez ' avendt , op hebben kroonbanket , besteeken , Ghelijk an veel uiten uw niet onbekend en zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5922.s.2	Dies rente niet roekeloos in u ' verderfenis , Nocht lenen die raadsman het oor : mare tonen uw recht braaf , voegen uw bij uw Vorste , en helpen zijn rechte handhaven .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5923.s.1	Terwylen ik dus over en weder krakelen , voegen zien enig heer , Hofknaapen , en dienaars bij Atelstan , en enig ander bij Ottomar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.1	gij ghryze huicchelaar , die u ' bevoordering In het oog hebben , mede dus op de tronen een ' vreemdeling Te wil plant , en deez ' valscheidt te beaamen , ik hopen , uw doen Heemel zullen , mede uw Vorst , beschamen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.2	gij heer , wij mede ik ik scepterrecht verstaan , En haten een vreemd juk , die trekk ' vinden leer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.3	die ghaat uw voor .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.4	hebben zwaard moeten deze verschillen allee beslechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.1	rechtvaardig vechten hij , die ghedwongen woord te vechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.2	ik ' vriend , storen uw aan gheen ' vuil lasteraar : Elk weder ' zien manlijk , en volgh zijn ' koning na .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.3	gij heer staan , en staken deze vechten vinden weerzyden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.4	hebben deren ik meerder bloed te storten , door deze strijd .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.5	het hoofd de weerspannighen , welk ik steken naar ik ' kroon , liggen , door ik ' klink , vellen , en hebben verdiend lot .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.6	gij , die hebben mede hij staan , door plegen , oft door zijn raden , bekennen u ' misghreep , en versmaden niet ik ' genade .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.7	staan op , gij heer ; wie vergheeven uw deez ' daad , En zode daar onder uw noch iemandt twijfelen slaan , Of ik u ' Koning zijn , die zullen ik zulk blijk Verschaffen , zijn voor straks al ongheloof willen wijken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.8	Voor teeghenwoordigh , sluiten ik deze hofzaal toen , En elk zijn ' mond , opdat ik gheenigh kwaad vermoe , al oproer weer , en stopp ' doen deur voor ghevaaren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.9	Op morghen , zullen wie de volke wij openbaar , En al het beslag de zaak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.10	Ik gha vernachten , in wij vorig vertrekken , mede mijn Koningin .	None
