focq001mini02_01.TEI.2.text.body.div.head.227.s.1	doen minnen in het Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4711.s.1	deze zottin , zijn puur gelijk ontsindt , wan nauw komen z ' in ik huis , of snelder dan doen winden zetten zijde het op een galop , doen straat weder op te draven , En hebben niet eer rusten , voor die zijde in doen have zien vinden deze huis begeven , gelijk gei zij hier zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4716.s.1	Hoe , Aagje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4716.s.2	wat zijn deze ? het schijnen of gei die geren vlijt , Die meer alles iemand trachten u ziekte te verdrijven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4726.s.1	Hier zijn het allee , hier zijn het die gei die geren zien blijven , Die machtigen zijn ik ziel te stillen weer in vrede , het zijn zijn , ik denken in het eest , die het onrecht , het geren ik lee , ( Vermits het onmogelijk wassen doen spijt daar vinden te dragen ) hij haasten voor eeuwiglyk zij uiten ik ziel verjagen .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4726.s.3	nog spijt , nog vluchten , hebben zode velen macht op ik , die ik ik kosten ontslaan uiten al ik slavernij .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4732.s.1	Wat die ik hebben braden , mede dreigen , en bidden , het wassen al vruchteloos , zijde horen naar geren rijden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.1	Wat rijden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.2	hebben gei nog niet uiten uw zelf leren , die rijden wijken moeten wanneer doen minnen regeren ?	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.3	denken dan voortaan niet meer door rijden ik te winden , wild kerel ik allee beroven hebben vinden ik zin .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.4742.s.1	Leonard , zachtjes .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.2	wat ik zien ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.3	zijn het Isabella niet , Die ik hier op doen straat zode jammerlijk verlaten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.4	Gewis deze ongeluk zijn zij in het hoofd slaan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.6	wat verandering reeds in zode kort dag ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4752.s.1	zijn kerel dan die geren die uw bercoft vinden brein ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4752.s.2	zode geloven ik die die zot een Tovenaar moeten zijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4757.s.1	verstoren uw niet , ik vriend , door die ik vinden ik leven uw nimmer oorzaak hebben tot deze verwijten geven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4761.s.1	mare zeggen ik Ferdinand , zijn gei trouwen of niet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4765.s.1	o Ja , deze zijn ik ziel die gei hier bij ik zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4769.s.1	Verrader ! het zijn dan zijn die ik uw hebben verliezen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4778.s.1	wild gei Valerius voor ik hebben uitverkiezen , trouwen ik aan Anna voor , uiten enkel spijt allee , Om die gei ik verlaten , en vlucht mede hij heen .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4778.s.2	Dies raden ik uw voor al , die , alles een kind vinden eren , gei daadlyk mede hij gaan naar uw ouder karn , Die door u afzijn gei in duizend angst hout .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4782.s.1	o Schelm !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4782.s.2	hebben zijn dan zijn die gei tand zijn trouwen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4786.s.1	 zijde menen hebben ernst te zijn al het geren ik zij doen horen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4793.s.2	verrader !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4793.s.3	guit !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4793.s.4	wild ik uw hebben verliezen , zode zweren ik die geren mens uw ooit bezitten zullen , Vermits gei sterven zullen , al veinzen g ' uw nog zode mal .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4798.s.1	 wij zwaard , of zijde zij spijt niet op ik kop doen dal ,  En ik historie hier in het breedte niet gaan vertalen .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4803.s.1	Wat menen gei , Ferdinand , verrader alles gei zijn , die uw deze zot kleed ?....	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4808.s.1	 Ach ! ik zijn ik leven kwijt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4808.s.2	ft .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4815.s.1	Neen , wenken ik niet : menen gei , in deze lap , gelijk een zot vermommen , het rechte , en doen dood t'ontsnappen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4815.s.2	En menen gei , ( spijt deze schijn ) die ieder niet wel zien , die gei die moorder zijn , die Reinoud lest doorstiet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4820.s.1	Hoe , Reinoud !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4820.s.2	zacht , laten zieden : o fielt !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4820.s.3	gewis ik rekenen , gei zijn die Ferdinand die Reinoud hebben doorsteken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.2	geloven gei dan doen praten vinden een zottin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.3	 Ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.4	ik zijn lyveloos : o zot , en dwaas minnen !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.5	 gei zijn hier oorzaak vinden : doen duivel halen die gek ,  Die immer aan een vrouw zij zielsgeheim ontdekken ,  dewijl zulks oorzaak zijn vinden d'aldergrootste pijn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4833.s.2	door deze bedrog denken gei dan vrijen te zijn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4833.s.3	mare neen , ik zweren die gei doen straffen hier vinden zullen dragen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4838.s.1	ik hebben over niemand , dan Valerius te klagen , Mits hij doen geren zijn , die ik dus bedriegen hebben .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4844.s.1	Wanneer een vriend zijn vriend en raden en bijstand geven , achten gei die voor bedrog , zode hebben ik uw bedriegen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.2	wat zijn die ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.3	wat zien ik voor ik oog ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.5	zijn deze Ferdinand , zijn vinden ik hebben horen , die hij het rechten vervolgen , alles hebben hij ik vermoorden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.6	gei heer , zode deze manna niet ander hebben bedrijven , Dan die hij , ( alles hij zeggen ) aan Reinoud nemen hebben leven , zode laten hij vry'lyk gaan , wan hij en hebben geren schuld .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4857.s.1	uiten wat voor rijden Heer ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4862.s.1	geven uw nog wat geduld : kennen gei ik Ferdinand ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4867.s.1	ik Heer , willen het ik vergeven , ik weten niet die ik uw ooit zien hebben vinden ik leven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4872.s.1	En nochtans zijn ik zelf die Reinoud , die ik zeggen die onlangs in de Haag , door uw zijn neergeleid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4876.s.2	zijn gei Reinoud Heer ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4876.s.3	en zijn gei weder verrijzen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4883.s.1	Ik hebben niet dood wezen , daarom verlaten deze vrees , wild ik uw zeggen gaa , hoe het al zijn geschieden , En wij hebben zijn wezen , die gei kwansuis doorstiet ; zijn door schier ieder een tot nog toen zijn bedriegen .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4887.s.2	heer , wassen dan u dood slechts een verdichte logen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.1	o Ja , mare horen in het korten , zijn uiten de oorsprong komen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	weten dan , o Ferdinand , die ik ik minne-vlam , ( zijn door ik Celia doen boezem hebben doel blaken ) Lest dwingen op zeker nacht , omtrent zij huis te waken , het geren ( alles gei weten ) naast die vinden Leonora staan , Om op te pas , door hebben waar lang doen straat , Of ik geren minnaar in hebben heim'lyk kennen ontdekken , Die ik tot hinderpaal in mijn minnen mogen strekken , Vermits ik Celia steeds vinden zode koelen voor ik , die ik mede rijden , door een drift vinden jalouzy , vermoeden , die zijde gewis een ander moeten beminnen , Aan wieden zijde heimelijk geven hebben zij zin ; Om deze minnaar dan , die ik bij daag niet vinden , bij nacht te zoeken , nemen ik voor zij huis in het ronden zode te bewaken , die daar niemand uiten zij komen , Die niet vinden een vinden wij , zij worden waarnemen : Ik zelf gaa mede ik drie omtrent doen achterdeur .	Emotion_Envy_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.3	En laten ik een knechten mede drie vieren and're voor , In het mijden vinden doen straat , wat heen en weder tred : deze knecht , die hebben ik juist in ik gewaad doel kleed , En lassen geven die m ' hij Reinoud noemen zij , Vermits ik Celia daar door bedriegen wouw , wan ik hebben hij belasten ( naar het geren wassen voornemen ) zien te vertonen , alles hij Celia zien komen , Wanneer zijn zij minnaar zij geleiden aan doen straat ; wan hier door denken ik zij te vinden op doen daat , Om zij dan naderhandt te kunne overtuigen vinden het geren ik hebben zien : om zode zij harden te buigen Tot een bekentenis vinden deze bedekken minnen , zijn door die zijde vinden ik vervreemden ziel en zijn ; het wassen dan in deze staan , die wie te wacht staan , Wanneer gei vinden ik knecht worden aan doen door vinden vinden Leonora , die hij , door een groots abuis , aanzien voor Celia , bedriegen in hebben huis : hij tonen zien dan aan uw , gei raden hij te vertrek , En vragen wij die hij zijn ?	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.4	hij om zien zelf t'ontdekken , gelijk hij wassen belasten , zeggen die hij Reinoud zijn ; gei ( die alles vreemdeling , ik naam , naar die ik gissen , liggen zelf niet en kennen , ik laten staan ik spraak en wees , trekken hier op straks vinden leren : zijn uiten voorts zijn rijzen , naar weinig morgen-spraak , die wederzyts gevecht , zijn in gei hebben kwetsen deze ik vermomde knechten , Die nauw te aard leiden , of straks zijn maat aan het roep , die Reinoud wassen doorwond , zijn op uiten al stoep , torn gei doen vlucht verkoost , straks zode velen volk verscheiden , die , wild die ik ik knechten dragen naar een herberg heen , doen gans straat hij zien voor dood te huis in dragen , zijn door terstond het gerucht vinden die ik wassen verklaren , zien zode verspreid door doen buurten vinden de Haag , die op deze eest gerucht , terstond , voor dauw en daag .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	hebben Hof wel honderd manna uitzenden , om uw te zoeken , wild ik , zulks hoorende , ik zelf in d ' ander hoek verschuilen , om horen of ik dood doen minst rouw In het harden vinden Celia , wel ooit verwekken zij ; Doch op die niemand in de Haag ik mogen ontdekken , besluiten ik dadelijk naar Amsterdam te trek , naar die ik aan ik volk , en al ik knecht gebieden , Te veinzen over al , alles wassen ik waarlijk dood , En dus zijn ik tot nog , hier t'Amsterdam blijven , zijn ik vinden daag een brief , ik vinden een vriend schrijven , mede vreugde ontvangen hebben , die ik wijdlopig melden , Hoe zeer zien Celia hebben om ik dood ontsteldt : En voorts , hoe die hebben Hof ook reeds hebben ondervinden , die ik te haastelyk hebben volk hebben afzenden , Vermits die zijn anderdaags op het onderzoeken blijken , wij de gekwetste wassen , die , hoewel door een steken omtrent doen mild geraken , geren perikel lopen vinden het leven .	Joy_Emotion_Loss_BodyPart_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.6	zode die gei heer zien , die het geren daar zijn bedrijven , Niet ander zijn wezen dan door onkundigheit , Die meenigmaal de mens tot groot doling liggen , En nu tot wij geluk zode wel zijn uitvallen : In het korten , deze werken weer doen vergaan tot niet mede al .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.7	gei dan , Heer Ferdinand !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.8	zetten al u vrezen te zijde , En keren vrymoedelyk weer naar de Haag mede ik , zijn die ik morgen voor de avond hopen te wees , Om vinden ik Celia ik branden te doel genezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4974.s.1	Voor deze gelukkig einde geven ik de Hemel danken , En blyf u dienaar , Heer , voor al ik leven lang .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4981.s.1	Gewisselyk ik zien , die deze voor zot verslijten , die ik mede groot rechte die zelf eer zot mogen heet ; Doch zeggen wij , Ferdinand , wij zijn nu deze zottin , Die om uw , naar hebben schijnen , ontsint zijn door doen minnen !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4988.s.1	deze stuc raken ik allee , om , wij zijde zijn , t'ontdekken , zode ik zij haten op nieuw niet vrezen te verwekken : Mits ik zij vader knechten velen jaar zijn wezen , En zelf liggen oorzaak vinden hebben hol vinden zij geest .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4993.s.1	zeggen wij , hoe die zijde hier zijn voor deze huis komen , zijn wie uiten medely zij aanzien innemen .	Emotion_Compassion
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.1	schonen die ik deze verhalen liggen strekken zullen tot schande , zode weten die ik zij hebben voeren uit Gelderlandt , En uiten zij vader huis ; die ik , hoe oog baren , En edel die hij zijn , uw zullen daar naar doel horen ; Ik brengen zij vluchten dan hier in Amsterdam , zijn ik ( wild tussen wij een zeker scheuring komen ) alles mede in ik gemoed , een schrik voor zij heer Vader , zij jammerlijk verlaten , naar die ik zij te gader , juweel , kleed en geld afhandig hebben maken ; het geren ik zij al te zaam , geheel en ongeraakt , zode dra hebben zij believen beloven wederom te geven .	Fear_Emotion_BodyPart
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.2	Voorts denken ik , die hier door , door wanhopen aandrijven , zijde hier in het Las' rus-huys geraken zijn , alles ontsint , zijn zijde nu alles gei zien deze Edelman beminnen ; Door wieden , wild die zijde hij in zot schijn beminnen , Ik wensen die zijde zij heil en wijsheid weder mogen vinden .	Emotion_Love_Despair
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.3	vergeven ik dan ik fout , Mejuffer Isabel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.4	wild ik ik weder op nieuw tot uw dienaar stellen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5022.s.1	Zeer wel : ik vergeven hebben uw ; mare gei , denken vrijen , gei heer !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5022.s.2	die Ferdinand allee , zode ik hij moeten ontberen , Op nieuw zullen oorzaak zijn , die in ik razernij , ik eeuwig in deze huis bestellen een plaatsen voor ik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5027.s.1	Om eeuwig dan deze slag vinden zot niet te houden , zode dunken ik wassen hebben goed , die ik zij t'zaam doen trouw .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5033.s.1	o Neen : Valerius , die ik weten die zij bemindt , En aan wie trouwen ik ik op het hoogst verschuldigd vinden , Die achten ik woerd die lukken te worp aanbieden .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.5041.s.1	deze zijn doen liefde , door geweld en vriendschap dood : o Neen , ik waard vriend , uw beide ziel en harden , zijn al te vasten verknopen , om mede zode wreed smarten , vinden een te zijn scheuren door ik lafhartigheden ; Neen , neen , bezitten elkaar velen duizend jaar in vrede .	Emotion_Love_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.1	Ach vriend !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.2	u ed'le ziel , die het al overstreeft , En die te tweedenmaal ik nu hebben leven geven , verplichten ik zode op nieuw , die ik die zelfde leven , Voor eeuwig in u dienst mede blijdschap wensen te geven .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.3	Doch gei , ik waard lief , die mede zode teren bannen , ik aan u trouwen verbinden , wel aan , reek ik u handen , En wild nu al het bedrog en het veinzen zijn verdwijnen , zode nemen ik voor u manna , en voor u slaaf mede een .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5057.s.1	nemen niet allee ik hand , mare ook ik ziel daar bij : En winden voor eeuwiglyk een dienares in ik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5069.s.1	ik dienen , mede deze vreugde allee niet op te houden , mare alles tot slot vinden het speld , dienen al doen resten te trouw .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.5069.s.2	gei Heer Valerius , uw zijn alree bekennen wij Juffrouw Anna zijn , en voorts hoe die in het einde , zij trouwen mede Ferdinand slechts veinzerij wezen zijn ; Indien ' er nog een drift vinden trouw in u geest zijn , zode vinden ik raadzaam , die ik zelf alles koppelaar , Op nieuw een huwelijk maken tussen uw en zij .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5076.s.1	ik Heer , in groot woerd zullen ik u voorspraak acht , En zelf mede al ik vleien naar zulk een huwelijk trachten , het geren ik niet ander dan een groots geluk beloven , wassen deze schoon slechts niet vinden verstaan beroven .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.5085.s.1	Indien ' er niet en zijn , dan het mis vinden ik zin , Waarom Valerius ik niet en kunnen beminnen , zode hebben deze zwarigheid zeer weinig perikel in : wan schonen die ik ik zelf zot veinzen door doen minnen , zode hebben deze zot drift ik zode niet kunnen raak , Of gei kunde , zode gei wild , ik weer verstandig maken .	HeavyHeartedness_Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.5089.s.2	dochter , zijn gei weer geraken tot u verstand ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5094.s.1	ik zeggen , Vader , zijn het u willen die ik terstond ik handen geven aan Valerius , om hij ik zelf te geven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5099.s.1	En ik zeggen ; zijn het zij willen , die ik ik gans leven Gelukkig acht zullen , zode ik zij alles bruid genieten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5105.s.1	En ik zeggen wederom , wild d'eene zotheid niet , Dan door doen ander , stillen woord en genezen , die gei zij Bruidegom , en gei zijn Bruid zullen wees .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5110.s.1	hebben danken voor deze gul , o waardig zottin !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5110.s.2	gei worden doen mijn dan , naar die ik hebben bevin .	None
