meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	De verloofde koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.2	Ghy hebt mijn kindt met arren , En euv'len moedt vermoordt , en zult ghy my nóch sarren , En terghen , en dus driest verghuizen in 't ghezicht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.3	Maar zegh , waar door heeft dóch deez ' straf verdiendt dit wicht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.4	Indien de doodt uw 's zoons de vlam hadde aanghesteeken Van uwe wraakzucht , ghy hadt u op my te wreeken , Niet dit onnoozel kindt .	Emotion_BodilyProcess_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.5	Nu hebtghe , dwars van aart , D'onschuldighe ghestraft , de schuldighe ghespaart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5633.s.1	Dien doolwegh heeft zich nóch mijn ' wraak niet inghegheeven .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5637.s.1	Heeft dan dit teeder lam iets , teeghen u , misdreeven , Welk uwe ghramschap dreef tót zo verwoedt een straf ?	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5642.s.1	Hy heeft mijn ' zoon beklapt , en hem den wegh na 't ghraf Ghebaant : en , schoon hy niet behipt waar met die daaden , Zo was 't uw kroost , en dat verdiendt myne onghenade .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5652.s.1	Het was ook 't uwe , en dat verdiende uw meedely : En snerpt zijn ' doodt mijn ' ziele , uw ' ziele en ghaat niet vry .	Emotion_Compassion
meij001verl01_01.TEI.2.text.body.div.div.sp.5652.s.2	Zo veel te heeter , als een moeder mint , dan vader , Zo veel te scherper , nijpt uw ' pyne , en treft veel nader .	Emotion_BodilyProcess_Love_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5652.s.3	Ghy speelt Medee , die stak , door 't haar ' , haar ' man in 't hart ; Ghy quetst my ook ; maar voelde eerst zelf veel feller smart .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5657.s.2	Om my , op u , van al mijn leedt te wreeken , Heb ik mijn ' zoon door 't hart , tót in uw hart , ghesteeken ; Dóch 't mijn ' niet eens ghequetst .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5657.s.3	't Ghenoot meêr vreughdt , dan smart .	Joy_Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5661.s.1	Zijt ghy een moeder , en hebt ghy gheen moeders hart ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5661.s.2	Raakt u de vrucht , die ghy gheteeldt hebt , dan niet nader ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.1	By u , een aartstiran , den moorder van mijn ' Vader , Mijn ' broeder , mijn ' ghemaal , en mijn ' liefwaerden zoon , Den dwinger tót zijn ' trouw , en roover van mijn ' kroon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.2	Wat waant ghy , dat ik u ooit liefd ' heb toeghedraaghen , Ofte , op mijn ' koets , omarmt , met weelde , en minnevlaaghen ?	Emotion_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.3	Wat waant ghy , dat ik ooit ghekoesterdt heb de vrucht , Van u by my gheteeldt , met moederlyke zucht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.5	Indien ik ooit u heb ghetoondt een teeken Van min , 't was slechts een laagh , om my op u te wreeken ; En heb ik 't kind niet straks verstikt , in zijn ' gheboort ' , Maar by het lijf ghespaardt , 't was slechts , om door zijn ' moordt , Mijn ' wraaklust , t ' haarer tijdt , een beet'ren slagh te voeghen .	Emotion_Love_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.6	Ja , 'k hadme allang verschaft dat wensch'lijk verghenoeghen , 't En zy daar door de hoop , die 'k voede , om mynen zoon , Door uwe , en uwer moordt , t ' herplanten op zijn ' troon , Waare afghesneên .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5691.s.7	Maar nu zijn ' doodt die heeft verbannen , En styver , dan voorheen , mijn ' wraakboogh opghespannen , Heb ik haar 't óffer , lang ghewijdt , al voort gheslacht ; En , om met eenen haar in haare volle kracht Te zetten , en mijn ' lust volop , in alle deelen , Te boeten , gheen Medeê ; maar Prógne willen speelen , Die Thereus Ytis slachte , en briedt de teere leên .	Emotion_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5694.s.1	Wat hebtghe ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5700.s.1	'k Heb uw ' kindt , zijn ' strótaâr afghesneên , En 't bloedt , met ghift vermengdt , ter rijkskelk ingheschonken , Dat ghy , met uwen zoon , hebt ghulzigh inghedronken , Inwyend ' , met dat nat , uw ' nazaat , op uw ' stoel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5705.s.1	Dit 's dan de bron , daar flus uit sproot dat vreemdt ghewoel ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5705.s.3	dit was 't , daar ons het hart , en bloedt afghrilde !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5708.s.2	dit was 't , dat my ter keele weêr uitwilde !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5711.s.1	De spraaklooze natuur waarschuwde my , al vroegh !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5714.s.1	Mijn ' stomme maagh ghaf van deeze ondaân blijks ghenoegh ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5715.s.1	Leeuwenbald teeghen Atelstan , en Mathilde , ter zyden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5718.s.1	Mijn ' Prins , 't schijnt , zonder dat wy onzen aanslagh waaghen , Dat dit krakkeel u wil op uwen rijkstroon draaghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5721.s.1	Het baant bequaamen wegh daar toe .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5724.s.1	't Beloofdt ons heil .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5727.s.1	Men wachte 't af ; en houd ' terwyle een oogh in 't zeil .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.1	Wat klachten storte ik , en waar zal ik woorden haalen , Ghenoeghzaam om all ' myne ellenden af te maalen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.2	Mijn Eduward is dan van 's moeders handt verdelght !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.3	Zijn bloedt van vader , en van broeder inghezwelght !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.4	Heeft ooit de zon , sint zy den Aardtboôm quam verlichten , Beschouwt een lasterstuk , welk hier voor niet moet zwichten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.5	Wie ghruwt niet , die het ziet ?	Emotion_Disgust
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.6	Wie schrikt niet , die het hoort ?	Emotion_Disgust
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.7	Gheen yss'lijk onghediert , ghebroeidt in 't kilste noordt , Gheen wanghedrócht , by leeuw en luipaardt opghetooghen , Was ooit zo woedigh , zo vervreemdt van meededooghen .	Emotion_Compassion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5740.s.8	Verwaaten wijf , uw ' wraak , en wreedtheidt , houdt gheen maat .	Emotion_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.1	Wat maat hiel d'uwe , toen uw ' dwinglandy den Staat Verweldighde , en mijn ' man , mijn ' broeder , en mijn ' vader Vermoorde , en my nóch dwong te trouwen een verraader ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.2	Ons smart het leedt , hoe kleen 't ook is , dat ons gheschiedt : Maar 't gheenwe een ander doen , schoon 't ghroot is , voelt men niet .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.3	Wat waant ghy , dat ik my te buiten gha in 't wreeken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.5	Ik heb uw kindt den strót slechts afghesteeken , Zijn bloedt ghemengeldt , in de Rijkskelk , met venijn , En u , en uwen zoon dat slorpen doen voor wijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5760.s.6	Maar 'k moest u zelf tót al dit hebben konnen dwingen , Het laauwe bloedt uit zijn ' doen in uw ' ghórghel springen , U uwen bloedtdórst doen verslaan , met leevend bloedt , U 't lillend vleesch , aan 't spit , doen roosten , voor de ghloedt , En , teeghen heugh en meugh , dat lekker wildtbraadt eeten , Dat ghy , en hy , het van te vooren hadt gheweeten : Dan zou mijn ' wraak haar ' lust eerst hebben recht ghekoeldt .	Emotion_Desire_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.1	Hoort diepe zeên , die om dit Eilandt zwalpt , en spoelt ; Hoort landen , wijdt en zijdt , an allen oord , gheleeghen ; Hoor lucht , die , boven ons , ghaat ghroot van windt , en reeghen ; Hoor Hel , die , onder ons , zo diep ghedolven , daalt ; Hoor Heemel , die , om d'aarde , op snelle naven , dwaalt , Deez ' ghruwelen ; en ghy , o naare nacht , betooghen Met dubb'le mist ; schoon ghy gheblindtdoekt hebt uwe ooghen , Om niet hunn ' heiligh licht t'ontwyen , door de damp Van deeze afghrijslijkheên ; ghy ziet nóchtans mijn ' ramp , Hoor meê mijn ' klaghten , en beghunstigh meê mijn smeeken ; Mijn beê wil niet voor my ; maar voor u allen spreeken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.2	Ghy eerst dan , Aarde , die deeze ijss'lijkheeden lijdt , En draaght op uwen ruggh ' , spalk open , scheur , en splijt Den afghrondt van uw ' balgh , om ons daar in te zwelghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.3	Wat mart ghy met dit woest wanschepsel te verdelghen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.4	Ruk wegh den ghrondtvest van dit Koninklyke huis , En plóf het needer , met een schrikkelijk ghedruis , In 't ghloeijenste van Styx , in 't diepst der helsche kólken , En voer ons , leevendigh , by de verdoemde vólken , Opdat gheen mensch ooit deeze onmenschlijkheeden ziet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.5	Hoe nu , ghy light heel stille , o Aarde , en kreunt 's u niet ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.6	Ghy dan , o Heemelvooghdt , die 't oogh houdt , in 't byzonder , Op 't sterffelijk gheslacht , en davert met den donder , En met den bliksem speelt , ter straf , ten onderghank Der quaân , uw ' donder brulle , en uwe bliksem wank ' , Niet met een zaft ghedreun , en zwakke schitterstraalen , Welke uwe ghramschap doet , op kleene zonden , daalen : Maar met de donderbuy , maar met de bliksemghloedt , Waar meê ghy neederwierpt het onbesuisdt ghebroedt Der Reuzen , en 't ghevaert der opghehoopte berghen Bonsde op hunn ' kruinen neêr .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.7	Ghy moet uwe armen verghen Wat zeldzaams ; hier is stóf voor onghewoone straf .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.8	Werp , werp dien brandt uw 's toorns , op ons misdaadighe , af , En plet dit heilloos wijf tót ghruis , en maak een open In deeze borst , waar lanks mijn kindt weêr uitghekroopen , Ontworstele 't gheprang der maagh , daar in het zucht .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5813.s.9	Mijn ' bange boezem barst byna , en woelt om lucht .	Fear_Emotion_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.5820.s.1	Nadien de Heemel , en 't verghift niet kort uw kermen ; Wil ik my over u , en mijne vrucht erbarmen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5820.s.2	Hou daar dan Dwinglandt , braak door deeze wonde uw ' zoon , En met uw ' zoon uw ' ziele , en ruim my in mijn ' troon ; En ghy .....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5821.s.1	Velleede tusschen Ghrimoald en Trasimond instaande , nadat zy den Dwinglandt ghetroffen heeft , steekt ook na zynen zoon , die den steek ontspringende van leêr trekt , en haar , na Ottomar vluchtende , en hem te hulp roepende , doorstreekt , en weeder van Ottomar doorsteeken wordt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5824.s.1	Dat mist u .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5827.s.1	Help !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5830.s.1	Ghy zult my niet ontvlieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5833.s.1	Neef Ottomar !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5836.s.1	Mêvrouwe , ik zal u bystandt bieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5839.s.1	Ay my !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5839.s.2	ik ben doorwondt !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5842.s.1	Ik ben ghequetst !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5849.s.1	Gha Ghy Dwinglandts zoon , en vólgh des Dwinglandts stappen na , En laat voor my de kroon , waar toe ghy waart ghekooren , En koninklyke bruidt ten Eeghâ u beschooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.1	Verban , uit uw vervloekt ghedacht , die hoope vry , Ghy moorder , en ghenoot der kindermoordery , En ghruwelen , die hier ghepleeght zijn , zo vermeetel .	Emotion_Hope
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.2	Denk niet van ooit op deeze , óft mijnen Koningszeetel , En bruilóftskoets te treên .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.3	Des Dwinglandts voorzaats zoon , Prins Atelstan , uw ' Vórst , en wettigh oir der kroon , Des Dwinglandts woede ontvlucht , en in mijn Rijk ghekoomen , En nu met my ghekeerdt , zal u dien wegh draayboomen , Zijn recht handthaaven , en manmoedigh keeren af , Wie hem durft steeken na zijn erffelyken staf .	Emotion_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.5867.s.4	Ghy Heeren dan , ziet hier uw wettigh Vórst , en Kooning , Bescherm zijn erfrecht , en verwacht daar voor belooning : Maar ghy , o booswicht , kniel , en bidt verghiffenis , Eer uw ' verghrijp bezuur de straf , die 't waerdigh is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.1	Ik knielen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.2	ik ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.3	die hier den Scepterstaf moet zwaayen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.4	Voor eenen , dien uw ' list zoekt in den troon te draayen ; En , hem bepronkend ' met den naam van Atelstan , Te gheeven ons ten Vórst , te kryghen u ten man ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.5	Het luidt te blaauw , Mêvrouw .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.6	Daar 's niemandt deezer Ghrooten , Die twyffelt aan zijn ' doodt , te listighlijk beslooten , Te zeeker uitghevoerdt , door 's Dwinglandts moordttrouwant .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5877.s.7	Dies stem mijn eisch , en zaay gheen voorder misverstandt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.1	Schaamt ghy u , booswicht , niet , zo tróts een Koninginne Te lasteren , dat zy , vervoerdt door kriele minne , Om haaren onderdaan ter koninksbruilóftskoets Te heffen , kreuken zou de preutscheidt haars ghemoedts , Hem valsch'lijk dringende op den rijkstroon tót verschooning .	Emotion_Love_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.3	Ik ben uw Vórst , de zoon van uwen Koning , Dien 's Dwinglandts dólk vermoorde , en uit zijn ' zeetel stiet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.4	Ik ben die Atelstan , dien hy vervólgde , en niet En afterhaalde ; Ik ben uw Erfprins , dien Mathilde Haar Vader ten ghemaal zijns dóchters stellen wilde .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5893.s.5	Dies staat , vermeetele , af den staat , daar ghy na staat , En val Mêvrouw te voet , tót beet'ring uwer daadt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5905.s.1	Een wulpsche pronker , tót het minnespel ghebooren , En daarom van Mêvrouw tót eeghemaal ghekooren , Dart , door haar ' stem ghesterkt , zich roemen 's Konings zoon , En zich anmaatighen het recht der Britsche kroon !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5905.s.2	Ghy Heeren , laat u door gheen valschen schijn vervangen : Want waar ' hy 's Dwinglandts klaauw ontsnapt , hy hadt voorlange , Door 's Dwinglandts borst , een wegh ter troon ghemaakt , met kracht , En , tótz ' hem van 't gheluk ghebaant wierdt , niet ghewacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5905.s.3	Dies laat uw ' manhaft van gheen vreemden overheeren ; Maar help hem , moedighlijk , van 's Konings zeetel weeren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5922.s.1	Ghy Heeren , twijffelt niet ; deeze is de Koningszoon , Onze erffelijke Vórst , en wettigh oir der kroon , Die , 't zwaerdt van den Tiran ontvlucht , zich by Mêvrouwe , In Kaledonien , bedekt'lijk heeft ghehouwen , En onderwijl met my staâgh onderling verstandt , Om met gheweldt , óft list , den woeden Dwingelandt Te bonzen van den troon , en zijn gheslacht te wreeken : En 't was , deez ' avendt , op het kroonbanket , besteeken , Ghelijk an veele uit u niet onbekendt en is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5922.s.2	Dies rent niet reukeloos in uw ' verderffenis , Nócht leent dien raadtsman 't oor : maar toont u rechte braaven , Voeght u by uwen Vórste , en helpt zijn recht handthaaven .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5923.s.1	Terwylen men dus over en weeder krakkeelt , voeghen zich eenighe Heeren , Hófknaapen , en dienaars by Atelstan , en eenighe andere by Ottomar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.1	Ghy ghryze huicchelaar , die uw ' bevoordering In 't oogh hebt , met dus op den troon een ' vreemdeling Te willen planten , en deez ' valscheidt te beaâmen , 'k Hoop , u de Heemel zal , met uwen Vórst , beschaamen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.2	Ghy Heeren , wie met my mijn scepterrecht verstaat , En haat eens vreemden juk , die trekk ' van leêr .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.3	Dat ghaat U voor .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5934.s.4	Het zwaerdt moet dit verschil alleen beslechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.1	Rechtvaerdigh vecht hy , die ghedwongen wordt te vechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.2	Mijn ' vrienden , steurt u aan gheen ' vuilen lasteraar : Elk weer ' zich mannelijk , en vólgh zijn ' koning naar .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.3	Ghy Heeren staat , en staakt dit vechten van weêrzyden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.4	Het deert my meerder bloedts te storten , door dit stryden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.5	't Hoofdt der weêrspannighen , welk my stak na mijn ' kroon , Light , door mijn ' kling , gheveldt , en heeft verdiende loon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.6	Ghy , die het met hem stondt , door plicht , óft door zijn raaden , Bekent uw ' misghreep , en versmaadt niet mijn ' ghenade .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.7	Staat op , ghy Heeren ; wy vergheeven u deez ' daadt , En zo daar onder u nóch iemandt twijffel slaat , Of ik uw ' Koning ben , dien zal men zulke blyken Verschaffen , waar voor straks alle ongheloof wil wyken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.8	Voor teeghenwoordigh , sluit men deeze hófzaal toe , En elk zijn ' mondt , opdat men gheenigh quaadt vermoê , Alle oproer weere , en stopp ' de deure voor ghevaaren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.9	Op mórghen , zullen wy den vólke ons openbaaren , En al 't beslagh der zaake .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.10	Ik gha vernachten , in Ons voorighe vertrek , met mijne Koningin .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.11	Ghy Leeuwenbald , wil met den Hópman , en de schaaren Van 's Dwinglandts lijfwacht , ons , en 't ghansche Hóf bewaaren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5962.s.12	Ik gheef u deezen last , en laat het op u staan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.5939.s.1	Nadat van weederzyden van leêr ghetrokken is , neemen de Staatjoffers de vlucht , en men valt an 't vechten , en na een kort ghevecht stort Ottomar , met eenighe andere , ter neêr .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.stage.5946.s.1	Op dit zegghen knielen de overghebleeven Heeren , en Dienaars van Ottomars zyde .	None
