focq001mini02_01.TEI.2.text.body.div.head.227.s.1	De min in 't Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4640.s.1	Nu zachjes , niet te grof , maar laat dees zotheid varen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4645.s.1	Is 't langer zotheid dan dat men de waarheit zeit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4645.s.2	Of noemt gy ham een zot die uit het trouwen scheit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4651.s.1	Wilt gy , heer Philibert , 't krakeel niet doen vermeêren , Zo gun dat wy dees Feest eens met een dans vereeren , Die ik flus heb bedacht , van vier van onze maats .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4655.s.1	Dat 's goet : waar is uw volk ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4660.s.1	Zy staan daar op de plaats , Ik zal haar roepen gaan , zo 't u niet zal verveelen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4664.s.1	Maar wie zal speelman zyn om dit ballet te speelen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4669.s.1	Daar naast zit in dat hok een zotte musikant , Die zal ons wel een deun opzagen in passant .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4674.s.1	Sa wakker , roep uw volk , en wild maar strax beginnen , Sa , Robbert , speel eens op , sa jongens !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4674.s.2	kom dan binnen .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4684.s.1	Daar word gespeelt , waar op Marten , en Klaasje , de eerste intrêe van een Zotte Ballet danssen : de tweede intrée wordt van vier andere Zotten vermeerdert , die al t'zamen als den dans uit is binnen lopen , waar op strax Valerius , met Isabellauitkomen .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4689.s.1	Valerius , Isabella , Philibert , Joris-vaar , Ferdinand , Anna , Catryn , Reinoud , Leonard , Docter .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4694.s.1	Wat stoutigheit is dit , dat gy myn huis verlaat , En dus , gelyk als dol derft lopen langs de straat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4699.s.1	't Is niet Valerius , dat ik voor u wil vluchten , Maar 'k zoek de oorzaak hier van ál myn ongenugten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4711.s.1	Dees zottin , is puur gelyk ontsindt , Want nauw quam z ' in myn huis , of snelder dan de wind Zet zy 't op een galop , de straat weer op te draven , En heeft niet eer gerust , voor dat zy in de haven Zich van dit huis begaf , gelyk gy haar hier ziet .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4716.s.1	Hoe , Aagje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4716.s.2	wat is dit ? 't schynt of gy die geen vliet , Die meer als iemant tracht uw ziekte te verdryven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4726.s.1	Hier is 't alleen , hier is 't dat gy die geen ziet blyven , Die machtig is myn ziel te stellen weêr in Vreê , 't Is waar , ik dacht in 't eerst , dat 't onrecht , 't geen ik leê , ( Vermits 't onmooglyk was de spyt daar van te dragen ) Hem haast voor eeuwiglyk zou uit myn ziel verjagen .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4726.s.3	noch spyt , noch vlucht , had zo veel macht op my , Dat ik my kost ontslaan uit al myn slaverny .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4732.s.1	Wat dat ik heb gedaan , met dreigen , en gebeden , 't Was alles vruchteloos , zy hoorde na geen reden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.1	Wat reden ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.2	hebt gy noch niet uit u zelfs geleert , Dat reden wyken moet wanneer de min regeert ?	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4739.s.3	Denk dan voortaan niet meer door reden my te winnen , Wyl Karel my alleen berooft heeft van myn zinnen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.4742.s.1	Leonard , zachjes .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.2	wat ik zie ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.3	is 't Isabella niet , Die ik hier op de straat zo jammerlyk verliet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.4	Gewis dit ongeluk is haar in 't hooft geslagen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4747.s.6	wat verandering reets in zo korte dagen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4752.s.1	Is Karel dan die geen die u bercoft van brein ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4752.s.2	Zo loof ik dat die zot een Tovenaar moet zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4757.s.1	Versteur u niet , myn vriend , door dien ik van myn leven U nimmer oorzaak heb tot dit verwyt gegeven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4761.s.1	Maar zeg my Ferdinand , zyt gy getrouwt of niet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4765.s.1	ô Ja , dit is myn ziel die gy hier by my ziet .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4769.s.1	Verrader ! 't is dan waar dat ik u heb verlooren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4778.s.1	Wyl gy Valerius voor my had uitverkooren , Trouwde ik aan Anna voort , uit enkle spyt alleen , Om dat gy my verliet , en vluchte met hem heen .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4778.s.2	Dies raad ik u voor al , dat , als een kind van eeren , Gy daadlyk met hem gaat na uwe Ouders keeren , Die door uw afzyn gy in duizend angsten houd .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4782.s.1	ô Schelm !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4782.s.2	het is dan waar dat gy tans zyt getrouwt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4786.s.1	‘ Zy meend het ernst te zyn al 't geen ik haar doe hooren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4793.s.2	verrader !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4793.s.3	guit !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4793.s.4	wyl ik u heb verlooren , Zo zweer ik dat geen mensch u oit bezitten zal , Vermits gy sterven zult , al veinst g ' u noch zo mal .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4798.s.1	‘ Wie zweert , of zy haar spyt niet op myn kop doet dalen , ‘ En myn historie hier in 't breed niet gaat verhalen .	Emotion_Spitefulness
focq001mini02_01.TEI.2.text.body.div.div.sp.4803.s.1	Wat meent gy , Ferdinand , verrader als gy zyt , Dat u dit zotte kleedt ?....	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4808.s.1	‘ Ach ! 'k ben myn leven quyt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4808.s.2	ft .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4815.s.1	Neen , wenkt my niet : meent gy , in deze lappen , Gelyk een zot vermomt , 't recht , en de dood t'ontsnappen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4815.s.2	En meent gy , ( spyt dees schyn ) dat ieder niet wel ziet , Dat gy dien moorder zyt , die Reinoud lest doorstiet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4820.s.1	Hoe , Reinoud !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4820.s.2	zacht , laat zien : ô Fiel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4820.s.3	gewis ik reeken , Gy zyt die Ferdinand die Reinoud heeft doorsteeken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.2	gelooft gy dan de praat van een zottin ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.3	‘ Ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.4	ik ben lyveloos : ô zotte , en dwaze min !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4828.s.5	‘ Gy zyt hier oorzaak van : de duivel haal die gekken , ‘ Die immer aan een vrouw haar zielsgeheim ontdekken , ‘ Dewyl zulks oorzaak is van d'aldergrootste pyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4833.s.2	door dit bedrog denkt gy dan vry te zyn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4833.s.3	Maar neen , ik zweer dat gy de straf hier van zult dragen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4838.s.1	'k Heb over niemand , dan Valerius te klagen , Mits hy de geen is , die my dus bedrogen heeft .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4844.s.1	Wanneer een vrind zyn vriend en raad en bystant geeft , Acht gy dat voor bedrog , zo heb ik u bedrogen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.2	wat is dat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.3	wat zie ik voor myn oogen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.5	is dit Ferdinand , waar van ik heb gehoort , Dat hem 't gerecht vervolgt , als had hy my vermoort ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4853.s.6	Gy Heeren , zo dees man niet anders heeft bedreven , Dan dat hy , ( als hy zegt ) aan Reinoud nam het leven , Zo laat hem vry'lyk gaan , want hy en heeft geen schuld .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4857.s.1	Uit wat voor reden Heer ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4862.s.1	Geeft u noch wat gedult : Kent gy my Ferdinand ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4867.s.1	Myn Heer , wil 't my vergeven , 'k Weet niet dat ik u oit gezien heb van myn leven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4872.s.1	En nochtans ben ik zelfs dien Reinoud , die men zeid Dat onlangs in den Haag , door u is neergeleid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4876.s.2	zyt gy Reinoud Heer ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4876.s.3	en zyt gy weer verrezen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4883.s.1	Ik heb niet dood geweest , daarom verlaat dit vrezen , Wyl ik u zeggen gaa , hoe 't alles is geschiet , En wie het is geweest , die gy quansuis doorstiet ; Waar door schier ieder een tot noch toe is bedroogen .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4887.s.2	heer , was dan uw doot slechts een verdichte logen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.1	ô Ja , maar hoor in 't kort , waar uit den oorspronk quam .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.2	Weet dan , ô Ferdinand , dat my myn minne-vlam , ( Waar door my Celia de boezem had doen blaaken ) Lest dwong op zeek're nacht , ontrent haar huis te waaken , 't Geen ( als gy weet ) naast dat van Leonora staat , Om op te passen , door het waren langs de straat , Of ik geen minnaar in het heim'lyk kon ontdekken , Die my tot hinderpaal in myne min mocht strekken , Vermits ik Celia steets vond zo koel voor my , Dat ik met reden , door een drift van jalouzy , Vermoede , dat zy wis een ander moest beminnen , Aan wien zy heimelyk gegeven had haar zinnen ; Om deze minnaar dan , die ik by daag niet vond , By nacht te zoeken , nam ik voor haar huis in 't rond Zo te bewaaken , dat daar niemand uit zou komen , Die niet van een van ons , zou werden waargenomen : Ik zelfs gaa met myn driën ontrent de achterdeur .	Emotion_Envy_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.3	En laat myn eene knecht met drie vier and're veur , In 't midden van de straat , wat heen en weder treden : Dees knegt , die had ik juist in myn gewaad doen kleden , En last gegeven dat m ' hem Reinoud noemen zou , Vermits ik Celia daar door bedriegen wou , Want ik had hem belast ( na 't geen was voorgenomen ) Zich te vertoonen , als hy Celia zag komen , Wanneer 's haar minnaar zou geleiden aan de straat ; Want hier door dacht ik haar te vinden op de daat , Om haar dan naderhandt te kunnen overtuigen Van 't geen ik had gezien : om zo haar hart te buigen Tot een bekentenis van dees bedekte min , Waar door dat zy van my vervreemde ziel en zin ; 't Was dan in deze stand , dat wy te wachten stonden , Wanneer gy van myn knegt wierd aan de deur gevonden Van Leonora , die hy , door een groot abuis , Aanzag voor Celia , bedrogen in het huis : Hy toont zich dan aan u , gy raad hem te vertrekken , En vraagt wie dat hy is ?	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.4	hy om zich zelfs t'ontdekken , Gelyk hem was belast , zeid dat hy Reinoud is ; Gy ( die als vreemdeling , myn naam , na dat ik gis , Licht zelver niet en kon , 'k laat staan myn spraak en wezen , Trekt hier op straks van leer : waar uit voorts is gerezen , Na weinig morgen-spraak , dat wederzyts gevecht , Waar in gy hebt gequetst dees myn vermomde knecht , Die naau ter aarde lei , of straks zyn maats aan 't roepen , Dat Reinoud was doorwond , waar op uit alle stoepen , Toen gy de vlugt verkoost , straks zo veel volk verscheen , Dat , wyl dat men myn knecht droeg na een herberg heen , De gantsche straat hem zag voor dood ten huis in dragen , Waar door terstont 't gerucht van dat ik was verslagen , Zich zo verspreide door de buurten van den Haag , Dat op dit eerst gerucht , terstond , voor dauw en daag .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.5	Het Hof wel hondert man uitzond , om u te zoeken , Wyl ik , zulks hoorende , my zelfs in d ' andre hoeken Verschool , om hooren of myn dood de minste rouw In 't hart van Celia , wel oit verwekken zouw ; Doch op dat niemand in den Haag my mocht ontdekken , Besloot ik daadelyk na Amsterdam te trekken , Na dat ik aan myn volk , en al myn knechts gebood , Te veinzen over al , als was ik waarlyk dood , En dus ben ik tot noch , hier t'Amsterdam gebleven , Waar ik van daag een brief , my van een vriend geschreven , Met vreugt ontfangen heb , die my wytloopig melt , Hoe zeer zich Celia heeft om myn dood ontsteldt : En voorts , hoe dat het Hof ook reets heeft ondervonden , Dat men te haastelyk het volk had afgezonden , Vermits dat 's anderdaags op 't onderzoeken bleek , Wie den gequetsten was , die , hoewel door een steek Ontrent de milt geraakt , geen prykel liep van 't leven .	Joy_Emotion_Loss_BodyPart_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.6	Zo dat gy Heeren ziet , dat 't geen daar is bedreven , Niet anders is geweest dan door onkundigheit , Die meenigmaal den mensch tot groote dooling leit , En nu tot ons geluk zo wel is uitgevallen : In 't kort , dit werk weêr doet vergaan tot niet met allen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.7	Gy dan , Heer Ferdinand !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4968.s.8	zet al uw vrees ter zy , En keert vrymoedelyk weêr na den Haag met my , Waar dat ik morgen voor den avond hoop te weezen , Om van myn Celia myn brand te doen genezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4974.s.1	Voor dit gelukkig endt geef ik den Hemel dank , En blyf uw dienaar , Heer , voor al myn leven lank .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4981.s.1	Gewisselyk ik zie , die dees voor zot versleeten , Dat men met grooter recht die zelf eer zot mag heeten ; Doch zeg ons , Ferdinand , wie is nu dees zottin , Die om u , na het schynt , ontsint is door de min !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4988.s.1	Dit stuk raakt my alleen , om , wie zy is , t'ontdekken , Zo ik haar haat op nieuws niet vreesde te verwekken : Mits ik haar Vaders knecht veel jaren ben geweest , En zelf licht oorzaak van het hollen van haar geest .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4993.s.1	Zeg ons , hoe dat zy hier is voor dit huys gekomen , Waar wy uit medely haar hebben ingenomen .	Emotion_Compassion
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.1	Schoon dat my dit verhaal ligt strekken zal tot schand , Zo weet dat ik haar heb gevoert uyt Gelderlandt , En uit haar Vaders huis ; die ik , hoe hoog geboren , En edel dat hy is , u zal daar na doen hooren ; Ik bracht haar vluchtende dan hier in Amsterdam , Waar ik ( wyl tusschen ons een zeekre scheuring quam ) Als meede in myn gemoed , een schrik voor haar heer Vader , Haar jammerlyk verliet , na dat ik haar te gader , Juweelen , kleedt en geldt afhandig had gemaakt ; 't Geen ik haar al te zaam , geheel en ongeraakt , Zo dra het haar belieft beloof weerom te geven .	Fear_Emotion_BodyPart
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.2	Voorts denk ik , dat hier door , door wanhoop aangedreven , Zy hier in 't Las' rus-huys geraakt is , als ontsint , Waar zy nu als gy ziet dees Edelman bemint ; Door wien , wyl dat zy hem in zotten schyn beminde , Ik wensch dat zy haar heil en wysheit weer mag vinden .	Emotion_Love_Despair
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.3	Vergeef my dan myn fout , Mejuffer Isabel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5014.s.4	Wyl ik my weer op nieuws tot uwen dienaar stel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5022.s.1	Zeer wel : 'k vergeef het u ; maar gy , denkt vry , gy Heeren !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5022.s.2	Dat Ferdinand alleen , zo ik hem moet ontbeeren , Op nieuws zal oorzaak zyn , dat in myn razerny , Men eeuwig in dit huis bestel een plaats voor my .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5027.s.1	Om eeuwig dan dit slag van zotten niet te houwen , Zo dunkt my was het best , dat men haar t'zaam deed trouwen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5033.s.1	ô Neen : Valerius , die 'k weet dat haar bemindt , En aan wiens trouw ik my op 't hoogst verschuldigt vind , Die acht ik waard dat luk te worden aangeboden .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.5041.s.1	Dit is de liefde , door gewelt en vrindschap dooden : ô Neen , myn waarde vrindt , u beider ziel en hart , Zyn al te vast verknocht , om met zo wreden smart , Van een te zyn gescheurt door myn lafhartigheden ; Neen , neen , bezit elkaar veel duizent jaar in vreden .	Emotion_Love_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.1	Ach vriend !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.2	uw ed'le ziel , die 't alles overstreeft , En die ten tweedenmaal my nu het leven geeft , Verplicht my zo op nieuws , dat ik dat zelfde leven , Voor eeuwig in uw dienst met blydschap wensch te geven .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.5052.s.3	Doch gy , myn waarde lief , die met zo teeren bandt , My aan uw trouw verbind , wel aan , reik my uw handt , En wyl nu al 't bedrog en 't veinzen is verdweenen , Zo neemt my voor uw man , en voor uw slaaf met eenen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5057.s.1	Neemt niet alleen myn hand , maar ook myn ziel daar by : En wint voor eeuwiglyk een dienares in my .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5069.s.1	Men dient , met deze vreugt alleen niet op te houwen , Maar als tot slot van 't spel , dient al de rest te trouwen .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.5069.s.2	Gy Heer Valerius , u is alree bekent Wie Juffrouw Anna is , en voorts hoe dat in 't endt , Haar trouw met Ferdinand slechts veinzery geweest is ; Indien ' er noch een drift van trouwen in uw geest is , Zo vind ik raadzaam , dat ik zelf als koppelaar , Op nieuws een huwelyk maak tusschen u en haar .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.5076.s.1	Myn Heer , in groote waard zoud ik uw voorspraak achten , En zelf met al myn vleit na zulk een huwlyk trachten , 't Geen my niet anders dan een groot geluk belooft , Was deze schoone slechts niet van verstand berooft .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.5085.s.1	Indien ' er niet en is , dan 't missen van myn zinnen , Waarom Valerius my niet en kan beminnen , Zo heeft dees zwarigheit zeer weinig prykel in : Want schoon dat ik my zelfs zot veinsde door de min , Zo heeft dees zotte drift my zo niet konnen raaken , Of gy kunt , zo gy wilt , my weêr verstandig maaken .	HeavyHeartedness_Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.5089.s.2	dochter , zyt gy weêr geraakt tot uw verstandt ?	None
